designation,abs_mag,slope_param,epoch,mean_anomaly,arg_perihelion,long_asc_node,inclination,eccentricity,mean_motion,semi_major_axis,uncertainty,reference,num_observations,num_oppositions,first_obs,separator,last_obs,rms_residual,coarse_perturbers,precise_perturbers,computer,hex_flags,designation_full,last_obs_date,orbit_type,is_neo
00502,10.73,0.15,K25BL,102.80009,19.15812,132.86908,25.01969,0.1784136,0.2678579,2.3834154,0,MPO950954,5137.0,42,1903,-,2025,0.58,M-v,3Ek,MPCORBFIT,0007,(502) Sigune,2025-10-03,Phocaea,False
00503,9.29,0.15,K25BL,124.33136,41.51218,68.80055,5.01131,0.1731704,0.21905008,2.725464,0,MPO950954,7048.0,63,1903,-,2025,0.61,M-v,3Ek,MPCLINUX,0000,(503) Evelyn,2025-09-09,Type 0,False
00504,10.13,0.15,K25BL,128.36474,248.46033,104.42627,12.90642,0.2170543,0.21949454,2.7217834,0,E2025-V65,8270.0,54,1906,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(504) Cora,2025-11-09,Type 0,False
00505,8.74,0.15,K25BL,260.98528,337.18013,90.7585,9.82232,0.242564,0.22374351,2.687215,0,E2025-V65,4712.0,60,1904,-,2025,0.73,M-v,3Ek,MPCORBFIT,0000,(505) Cava,2025-11-09,Type 0,False
00506,8.98,0.15,K25BL,91.3435,145.10166,312.76429,16.98555,0.1446976,0.18576198,3.0420394,0,E2025-UJ7,7861.0,53,1906,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(506) Marion,2025-07-12,Type 0,False
00507,9.22,0.15,K25BL,67.67471,100.68764,293.35415,9.50842,0.104141,0.17574859,3.1565171,0,E2025-V46,5259.0,62,1906,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(507) Laodica,2025-11-06,Type 0,False
00508,8.38,0.15,K25BL,210.79446,245.01847,44.04321,13.29836,0.0092157,0.17508423,3.1644971,0,E2025-UU7,5949.0,60,1908,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(508) Princetonia,2025-10-30,Type 0,False
00509,8.4,0.15,K25BL,157.32687,155.51245,217.46362,15.41309,0.0980518,0.18405461,3.0608232,0,MPO925797,6238.0,68,1903,-,2025,0.64,M-v,3Ek,MPCLINUX,0000,(509) Iolanda,2025-06-10,Type 0,False
00510,9.74,0.15,K25BL,345.02083,90.65016,202.66666,9.54211,0.1916888,0.2337652,2.6098536,0,E2025-UJ7,6761.0,56,1903,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(510) Mabella,2025-09-16,Type 0,False
00511,6.41,0.15,K25BL,35.24756,336.66693,107.55547,15.95005,0.1896285,0.17515712,3.1636191,0,MPO950954,3966.0,89,1903,-,2025,0.75,M-v,3Ek,MPCORBFIT,0000,(511) Davida,2025-09-15,Type 0,False
00512,10.76,0.15,K25BL,223.76223,249.25201,106.99431,8.74984,0.2543404,0.3043268,2.188984,0,MPO925797,13883.0,44,1909,-,2025,0.41,M-v,3Ek,MPCLINUX,0005,(512) Taurinensis,2025-07-12,q < 1.665 AU,False
00513,9.52,0.15,K25BL,68.59886,225.21899,184.27713,9.73033,0.0869695,0.18829552,3.0146905,0,E2025-V65,5550.0,53,1903,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(513) Centesima,2025-11-03,Type 0,False
00514,9.2,0.15,K25BL,317.12257,112.56515,268.49783,3.88079,0.0368049,0.18528942,3.0472094,0,E2025-V65,6382.0,74,1903,-,2025,0.69,M-v,3Ek,MPCORBFIT,0000,(514) Armida,2025-11-08,Type 0,False
00515,10.94,0.15,K25BL,354.80409,300.52278,121.08159,2.0391,0.1772382,0.17898553,3.1183446,0,E2025-V65,7793.0,48,1903,-,2025,0.52,M-v,3Ek,MPCORBFIT,0000,(515) Athalia,2025-11-09,Type 0,False
00516,8.35,0.15,K25BL,69.99126,258.05399,328.71146,12.95476,0.275625,0.22493368,2.6777276,0,E2025-V57,6671.0,60,1903,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(516) Amherstia,2025-11-08,Type 0,False
00517,9.64,0.15,K25BL,277.75069,143.94898,273.76449,3.22841,0.1796708,0.17583055,3.1555362,0,E2025-V46,8563.0,62,1903,-,2025,0.57,M-v,3Ek,MPCORBFIT,0000,(517) Edith,2025-11-06,Type 0,False
00518,11.12,0.15,K25BL,132.30985,117.91762,203.78411,6.72114,0.2279765,0.24417357,2.5351497,0,E2025-V65,8474.0,48,1903,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(518) Halawe,2025-11-09,Type 0,False
00519,9.14,0.15,K25BL,101.49669,303.33033,44.62388,10.99994,0.183812,0.21109037,2.7935542,0,E2025-V65,11786.0,56,1903,-,2025,0.5,M-v,3Ek,MPCORBFIT,0000,(519) Sylvania,2025-11-09,Type 0,False
00520,10.63,0.15,K25BL,141.34472,19.58228,34.23654,10.95908,0.1091561,0.18927356,3.0042963,0,MPO937421,6641.0,41,1903,-,2025,0.56,M-v,3Ek,MPCLINUX,0000,(520) Franziska,2025-07-16,Type 0,False
00521,8.57,0.15,K25BL,326.34246,316.26986,89.57888,10.58419,0.2783915,0.21692361,2.7432465,0,E2025-V57,6089.0,66,1904,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(521) Brixia,2025-11-08,Type 0,False
00522,9.02,0.15,K25BL,322.44725,249.39986,116.53378,4.41997,0.0860197,0.14268027,3.6271047,0,E2025-V57,6062.0,68,1904,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(522) Helga,2025-11-08,Type 0,False
00523,10.02,0.15,K25BL,326.87469,190.03579,260.58875,4.31493,0.1801581,0.19314508,2.9640142,0,E2025-V65,11294.0,57,1902,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(523) Ada,2025-11-09,Type 0,False
00524,9.84,0.15,K25BL,259.40487,79.46857,326.63257,8.2213,0.1265164,0.23023908,2.6364327,0,MPO950955,4873.0,53,1904,-,2025,0.71,M-v,3Ek,MPCORBFIT,0000,(524) Fidelio,2025-10-06,Type 0,False
00525,12.16,0.15,K25BL,227.58989,264.35812,203.34846,5.99823,0.1019044,0.29293344,2.2453812,0,E2025-V65,5278.0,40,1908,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(525) Adelaide,2025-11-02,Type 0,False
00526,10.13,0.15,K25BL,60.15113,358.30975,137.54409,2.17259,0.1246559,0.17805236,3.1292306,0,MPO925798,5743.0,62,1904,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(526) Jena,2025-07-12,Type 0,False
00527,10.41,0.15,K25BL,270.13667,203.46529,120.40888,9.66106,0.1518761,0.21916413,2.7245184,0,MPO937422,6225.0,48,1904,-,2025,0.58,M-v,3Ek,MPCLINUX,0000,(527) Euryanthe,2025-07-18,Type 0,False
00528,9.23,0.15,K25BL,296.36363,354.13684,49.49267,12.70432,0.0219224,0.15746328,3.3963819,0,E2025-V57,10471.0,56,1904,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(528) Rezia,2025-11-08,Type 0,False
00529,9.93,0.15,K25BL,219.80018,332.3227,64.98724,11.01675,0.0924038,0.18795444,3.0183365,0,MPO950955,5255.0,53,1902,-,2025,0.67,M-v,3Ek,MPCLINUX,0000,(529) Preziosa,2025-09-18,Type 0,False
00530,9.32,0.15,K25BL,321.61745,199.46268,129.08572,8.56132,0.2167827,0.17286212,3.1915586,0,MPO950955,5982.0,64,1904,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(530) Turandot,2025-10-06,Type 0,False
00531,12.05,0.15,K25BL,20.59196,57.53639,197.6681,34.02746,0.1993886,0.21222527,2.7835861,0,MPO950955,5594.0,32,1904,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(531) Zerlina,2025-10-03,Type 0,False
00532,5.91,0.15,K25BL,136.49502,76.65843,107.41125,16.2993,0.1801823,0.21378463,2.7700338,0,E2025-V46,3879.0,84,1904,-,2025,0.72,M-v,3Ek,MPCORBFIT,0000,(532) Herculina,2025-11-06,Type 0,False
00533,9.84,0.15,K25BL,226.63918,30.94857,180.26325,6.55487,0.0432059,0.19155064,2.9804395,0,E2025-V65,13104.0,65,1901,-,2025,0.44,M-v,3Ek,MPCORBFIT,0000,(533) Sara,2025-11-04,Type 0,False
00534,9.65,0.15,K25BL,70.68372,335.88031,94.05608,3.27617,0.0602014,0.2012868,2.8835391,0,E2025-V23,5664.0,60,1904,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(534) Nassovia,2025-11-02,Type 0,False
00535,9.57,0.15,K25BL,256.05173,67.34301,84.75352,6.77345,0.026283,0.23942676,2.5685474,0,E2025-V65,11180.0,66,1904,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(535) Montague,2025-11-08,Type 0,False
00536,8.12,0.15,K25BL,92.51937,297.84701,59.14389,19.38693,0.0900867,0.15009144,3.5067013,0,E2025-V46,5869.0,59,1904,-,2025,0.65,M-v,3Ek,MPCLINUX,0000,(536) Merapi,2025-11-05,Type 0,False
00537,8.78,0.15,K25BL,197.95722,187.77415,119.84812,9.92039,0.2352566,0.18349732,3.0670173,0,E2025-V65,6078.0,56,1902,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(537) Pauly,2025-11-09,Type 0,False
00538,9.58,0.15,K25BL,153.60704,226.67243,141.01717,6.5245,0.1723152,0.1759411,3.1542141,0,MPO925798,6660.0,62,1904,-,2025,0.62,M-v,3Ek,MPCLINUX,0000,(538) Friederike,2025-06-14,Type 0,False
00539,10.19,0.15,K25BL,236.61776,97.19139,274.20392,6.79955,0.2132374,0.21752943,2.7381508,0,MPO950955,7947.0,58,1904,-,2025,0.53,M-v,3Ek,MPCLINUX,0000,(539) Pamina,2025-08-07,Type 0,False
00540,10.76,0.15,K25BL,19.14431,337.59561,202.06859,5.58046,0.0891525,0.29821299,2.218801,0,MPO950955,13118.0,53,1904,-,2025,0.45,M-v,3Ek,MPCLINUX,0000,(540) Rosamunde,2025-05-24,Type 0,False
00541,10.26,0.15,K25BL,292.96472,1.95335,267.36893,6.01831,0.0533543,0.20883998,2.8135866,0,MPO925798,8863.0,53,1904,-,2025,0.54,M-v,3Ek,MPCLINUX,0000,(541) Deborah,2025-06-25,Type 0,False
00542,9.36,0.15,K25BL,153.89374,216.27662,152.82528,12.07994,0.1437829,0.19923394,2.9033128,0,E2025-UR3,5678.0,52,1904,-,2025,0.68,M-v,3Ek,MPCLINUX,0000,(542) Susanna,2025-06-08,Type 0,False
00543,9.46,0.15,K25BL,198.43498,108.55819,294.80933,8.45985,0.1507552,0.1839558,3.0619192,0,MPO950955,5495.0,60,1904,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(543) Charlotte,2025-09-06,Type 0,False
00544,10.02,0.15,K25BL,89.1657,342.81619,298.27701,8.36897,0.1524043,0.23625579,2.5914793,0,E2025-V65,5657.0,51,1904,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(544) Jetta,2025-11-09,Type 0,False
00545,8.81,0.15,K25BL,167.67083,333.36347,332.86959,11.24954,0.1733244,0.17169517,3.2060035,0,E2025-V65,6191.0,57,1904,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(545) Messalina,2025-11-09,Type 0,False
00546,9.72,0.15,K25BL,228.211,110.37384,21.56698,14.86891,0.1162356,0.23554205,2.5967118,0,E2025-V57,4514.0,51,1904,-,2025,0.73,M-v,3Ek,MPCORBFIT,0000,(546) Herodias,2025-11-08,Type 0,False
00547,9.99,0.15,K25BL,80.41428,196.63608,192.9932,16.86158,0.2364665,0.2133807,2.7735285,0,E2025-V65,11688.0,54,1904,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(547) Praxedis,2025-11-07,Type 0,False
00548,11.36,0.15,K25BL,20.01274,320.44072,108.39376,3.87174,0.1847336,0.28580643,2.2825557,0,E2025-V46,7395.0,51,1904,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(548) Kressida,2025-11-06,Type 0,False
00549,10.87,0.15,K25BL,171.69136,157.89301,291.26222,3.9545,0.2561917,0.22380259,2.6867421,0,MPO950955,5212.0,43,1904,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(549) Jessonda,2025-10-06,Type 0,False
00550,9.34,0.15,K25BL,102.12779,45.35392,270.66097,10.10609,0.2220037,0.23645944,2.5899911,0,E2025-V38,5643.0,60,1900,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(550) Senta,2025-11-04,Type 0,False
00551,9.79,0.15,K25BL,238.87772,71.04687,5.66083,0.39414,0.1187915,0.19266378,2.9689485,0,E2025-V65,8938.0,66,1904,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(551) Ortrud,2025-11-09,Type 0,False
00552,9.63,0.15,K25BL,37.34647,345.61372,266.85057,7.69233,0.0899291,0.17622953,3.1507716,0,E2025-V38,6488.0,54,1904,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(552) Sigelinde,2025-11-05,Type 0,False
00553,12.4,0.15,K25BL,116.56321,354.64341,72.33193,5.38635,0.1100236,0.29588446,2.2304266,0,MPO950955,16462.0,35,1904,-,2025,0.36,M-v,3Ek,MPCLINUX,0000,(553) Kundry,2025-06-03,Type 0,False
00554,9.29,0.15,K25BL,50.78309,127.78726,295.34879,2.93588,0.1528498,0.26925325,2.3751739,0,E2025-V38,11047.0,66,1900,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(554) Peraga,2025-11-04,Type 0,False
00555,10.91,0.15,K25BL,138.6452,1.27976,130.17263,2.66838,0.1555201,0.17379185,3.1801659,0,MPO950955,7682.0,54,1905,-,2025,0.57,M-v,3Ek,MPCORBFIT,0000,(555) Norma,2025-10-06,Type 0,False
00556,9.53,0.15,K25BL,87.62953,177.16344,285.97117,5.24942,0.1038903,0.25484071,2.4639024,0,MPO950955,4441.0,54,1907,-,2025,0.72,M-v,3Ek,MPCLINUX,0000,(556) Phyllis,2025-06-14,Type 0,False
00557,12.13,0.15,K25BL,236.27316,196.49875,292.64107,2.48435,0.0990374,0.25821673,2.4423794,0,E2025-V65,5838.0,50,1905,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(557) Violetta,2025-11-08,Type 0,False
00558,9.03,0.15,K25BL,168.67193,315.5407,143.62886,8.37342,0.0383093,0.19868252,2.9086823,0,MPO950955,6010.0,62,1905,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(558) Carmen,2025-10-06,Type 0,False
00559,9.55,0.15,K25BL,316.11628,132.19436,111.84865,9.31293,0.0665513,0.22083434,2.7107636,0,MPO950955,6870.0,57,1905,-,2025,0.61,M-v,3Ek,MPCLINUX,0000,(559) Nanon,2025-06-18,Type 0,False
00560,10.94,0.15,K25BL,199.77119,5.48815,105.15621,8.44664,0.157857,0.2157875,2.7528668,0,E2025-V65,5477.0,48,1905,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(560) Delila,2025-11-09,Type 0,False
00561,11.42,0.15,K25BL,196.61539,318.55342,159.12002,1.54954,0.123219,0.1745531,3.1709131,0,E2025-V65,8351.0,43,1905,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(561) Ingwelde,2025-11-09,Type 0,False
00562,10.0,0.15,K25BL,234.88541,261.91369,70.45519,11.11902,0.1036424,0.18819217,3.015794,0,MPO937422,5917.0,48,1905,-,2025,0.59,M-v,3Ek,MPCLINUX,0000,(562) Salome,2025-07-18,Type 0,False
00563,8.41,0.15,K25BL,135.05378,336.59597,85.15088,10.24744,0.2363577,0.22071662,2.7117273,0,MPO937422,4480.0,57,1907,-,2025,0.69,M-v,3Ek,MPCLINUX,0000,(563) Suleika,2025-07-18,Type 0,False
00564,10.46,0.15,K25BL,122.90184,215.00213,70.73776,17.97949,0.2756902,0.21630445,2.7484789,0,E2025-V38,10097.0,41,1905,-,2025,0.46,M-v,3Ek,MPCORBFIT,0000,(564) Dudu,2025-11-04,Type 0,False
00565,10.84,0.15,K25BL,270.13073,292.11344,225.65528,10.99404,0.1318342,0.25825158,2.4421597,0,E2025-V65,5649.0,45,1905,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(565) Marbachia,2025-11-09,Type 0,False
00566,8.2,0.15,K25BL,355.23943,300.35012,79.51325,4.89469,0.1200818,0.15895142,3.3751502,0,E2025-V50,12486.0,70,1905,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(566) Stereoskopia,2025-11-08,Type 0,False
00567,9.15,0.15,K25BL,303.65812,134.23359,58.13957,9.22897,0.0833401,0.17700789,3.1415282,0,E2025-V46,6462.0,56,1905,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(567) Eleutheria,2025-11-06,Type 0,False
00568,9.69,0.15,K25BL,130.27154,173.39598,249.7297,18.40704,0.1680706,0.20152704,2.8812471,0,MPO937422,8163.0,54,1907,-,2025,0.51,M-v,3Ek,MPCLINUX,0000,(568) Cheruskia,2025-07-23,Type 0,False
00569,10.04,0.15,K25BL,185.62208,142.62564,301.46769,1.28776,0.1788139,0.22725872,2.6594327,0,MPO950955,5255.0,60,1907,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(569) Misa,2025-10-06,Type 0,False
00570,8.88,0.15,K25BL,288.00274,162.27216,223.27713,1.81692,0.1182276,0.15564755,3.4227448,0,E2025-V65,8995.0,70,1905,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(570) Kythera,2025-11-09,Type 0,False
00571,11.78,0.15,K25BL,21.00868,27.6437,3.1136,5.22722,0.2429374,0.26343437,2.4100225,0,E2025-V57,6634.0,40,1905,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(571) Dulcinea,2025-11-08,Type 0,False
00572,10.92,0.15,K25BL,93.55526,192.30253,194.41098,10.57522,0.1572514,0.2649566,2.4007829,0,E2025-V50,6764.0,49,1905,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(572) Rebekka,2025-11-07,Type 0,False
00573,9.51,0.15,K25BL,334.54985,30.25316,342.62748,9.82816,0.1094084,0.18825154,3.01516,0,E2025-V57,9380.0,55,1905,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(573) Recha,2025-11-08,Type 0,False
00574,12.39,0.15,K25BL,160.63092,77.10625,336.60926,5.68434,0.238999,0.29155142,2.2524714,0,MPO937422,5285.0,38,1905,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(574) Reginhild,2025-08-13,Type 0,False
00575,10.96,0.15,K25BL,180.56406,334.49762,349.45656,15.0069,0.1281699,0.24138523,2.5546354,0,E2025-V65,10289.0,44,1905,-,2025,0.43,M-v,3Ek,MPCORBFIT,0000,(575) Renate,2025-11-09,Type 0,False
00576,9.5,0.15,K25BL,114.94418,28.1518,299.51726,10.21236,0.1921618,0.19022281,2.9942931,0,E2025-V46,11403.0,47,1924,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(576) Emanuela,2025-11-06,Type 0,False
00577,9.45,0.15,K25BL,357.0948,329.59628,328.47392,5.29841,0.1536934,0.17939518,3.1135955,0,E2025-V38,8688.0,60,1905,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(577) Rhea,2025-11-05,Type 0,False
00578,9.55,0.15,K25BL,213.41048,262.67406,29.05947,6.12686,0.1951444,0.21607123,2.7504564,0,E2025-V65,8227.0,59,1905,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(578) Happelia,2025-11-09,Type 0,False
00579,8.02,0.15,K25BL,81.53748,229.09026,82.6208,11.01735,0.076188,0.18856106,3.0118595,0,E2025-V34,9957.0,67,1907,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(579) Sidonia,2025-10-30,Type 0,False
00580,10.39,0.15,K25BL,257.61926,339.32207,98.89255,3.67108,0.0879623,0.16988976,3.2286768,0,E2025-V34,7800.0,51,1905,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(580) Selene,2025-11-03,Type 0,False
00581,10.01,0.15,K25BL,250.23259,25.07839,102.42563,21.89836,0.0354855,0.17134224,3.2104045,0,E2025-V57,15247.0,45,1906,-,2025,0.4,M-v,3Ek,MPCORBFIT,0000,(581) Tauntonia,2025-11-08,Type 0,False
00582,8.97,0.15,K25BL,161.95663,310.2429,155.65316,30.00234,0.2202211,0.23335609,2.612903,0,MPO950955,6106.0,51,1906,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(582) Olympia,2025-10-05,Type 0,False
00583,9.34,0.15,K25BL,323.27439,251.02291,257.82058,8.24149,0.1594338,0.17402859,3.1772812,0,E2025-V46,8165.0,56,1907,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(583) Klotilde,2025-11-06,Type 0,False
00584,8.47,0.15,K25BL,2.43952,85.40446,281.98878,10.71984,0.2330466,0.26949154,2.3737736,0,E2025-UJ7,3920.0,60,1906,-,2025,0.7,M-v,3Ek,MPCORBFIT,0000,(584) Semiramis,2025-10-24,Type 0,False
00585,10.48,0.15,K25BL,223.45324,330.15926,180.16971,7.58226,0.1292309,0.26018946,2.4300185,0,E2025-V50,8338.0,52,1906,-,2025,0.59,M-v,3Ek,MPCORBFIT,0000,(585) Bilkis,2025-11-08,Type 0,False
00586,9.52,0.15,K25BL,227.39744,253.49099,228.29053,1.62793,0.0654608,0.18591686,3.0403496,0,E2025-V65,7702.0,64,1906,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(586) Thekla,2025-11-08,Type 0,False
00587,11.89,0.15,K25BL,193.61224,189.17855,324.49857,24.96527,0.1665243,0.27611707,2.335647,0,E2025-V65,5283.0,34,1906,-,2025,0.56,M-v,3Ek,MPCORBFIT,0007,(587) Hypsipyle,2025-11-08,Phocaea,False
00588,8.22,0.15,K25BL,76.84001,134.2155,316.53313,10.31548,0.1483067,0.08276803,5.2146798,0,MPO925799,4746.0,61,1906,-,2025,0.67,M-v,3Ek,MPCLINUX,0009,(588) Achilles,2025-07-12,Jupiter Trojan,False
00589,9.31,0.15,K25BL,328.66277,229.76854,177.42316,10.79903,0.0403045,0.17770106,3.1333533,0,E2025-V50,13105.0,58,1906,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(589) Croatia,2025-11-07,Type 0,False
00590,10.04,0.15,K25BL,95.0105,336.55159,105.97811,11.18277,0.0784352,0.1897911,2.9988321,0,MPO950956,6482.0,38,1906,-,2025,0.57,M-v,3Ek,MPCLINUX,0000,(590) Tomyris,2025-06-18,Type 0,False
00591,10.63,0.15,K25BL,85.47353,218.83426,334.07004,12.45131,0.21003,0.2249047,2.6779576,0,E2025-V38,4798.0,43,1906,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(591) Irmgard,2025-11-05,Type 0,False
00592,9.68,0.15,K25BL,9.45283,257.71237,167.7824,10.1766,0.1353079,0.18763408,3.0217712,0,E2025-V65,9984.0,51,1906,-,2025,0.5,M-v,3Ek,MPCORBFIT,0000,(592) Bathseba,2025-11-04,Type 0,False
00593,9.34,0.15,K25BL,43.0308,30.54743,75.92889,16.90417,0.2172862,0.22241884,2.697874,0,MPO950956,4392.0,51,1906,-,2025,0.73,M-v,3Ek,MPCLINUX,0000,(593) Titania,2025-04-15,Type 0,False
00594,12.15,0.15,K25BL,4.82545,77.17257,154.85931,32.53535,0.3555948,0.23154965,2.6264752,0,MPO925799,5414.0,37,1906,-,2025,0.59,M-v,3Ek,MPCLINUX,0000,(594) Mireille,2025-06-21,Type 0,False
00595,7.96,0.15,K25BL,216.96468,280.26328,23.6924,17.78643,0.0705093,0.17168607,3.2061168,0,E2025-V65,8513.0,57,1906,-,2025,0.52,M-v,3Ek,MPCORBFIT,0000,(595) Polyxena,2025-11-09,Type 0,False
00596,8.93,0.15,K25BL,247.9747,177.59329,70.48276,14.62964,0.1594521,0.19594631,2.9356976,0,E2025-V65,7723.0,53,1906,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(596) Scheila,2025-11-09,Type 0,False
00597,9.33,0.15,K25BL,25.08631,307.2743,36.44616,12.79846,0.143381,0.22568728,2.6717634,0,E2025-V50,8911.0,51,1906,-,2025,0.5,M-v,3Ek,MPCORBFIT,0000,(597) Bandusia,2025-11-08,Type 0,False
00598,9.66,0.15,K25BL,174.45409,291.93585,91.48013,12.2345,0.2509293,0.21503576,2.7592789,0,E2025-UR3,6636.0,57,1906,-,2025,0.59,M-v,3Ek,MPCLINUX,0000,(598) Octavia,2025-07-18,Type 0,False
00599,8.69,0.15,K25BL,238.21035,294.11025,44.1417,16.71665,0.292814,0.21366834,2.7710388,0,MPO937422,6459.0,53,1906,-,2025,0.6,M-v,3Ek,MPCLINUX,0000,(599) Luisa,2025-07-18,Type 0,False
00600,10.28,0.15,K25BL,201.54914,113.22267,139.16452,10.20626,0.0536468,0.22696846,2.6616996,0,E2025-V65,13649.0,54,1906,-,2025,0.45,M-v,3Ek,MPCORBFIT,0000,(600) Musa,2025-11-08,Type 0,False
00601,9.67,0.15,K25BL,147.39051,161.78609,169.22549,16.1517,0.1070257,0.1774718,3.1360512,0,E2025-V50,5535.0,44,1906,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(601) Nerthus,2025-11-08,Type 0,False
00602,8.66,0.15,K25BL,135.16127,45.57962,331.38792,15.11627,0.2519296,0.1823306,3.0800872,0,MPO925799,7827.0,57,1906,-,2025,0.54,M-v,3Ek,MPCLINUX,0000,(602) Marianna,2025-06-14,Type 0,False
00603,11.86,0.15,K25BL,193.90815,161.1855,343.34938,8.02698,0.1737703,0.24370143,2.538423,0,E2025-V38,4908.0,35,1906,-,2025,0.59,M-v,3Ek,MPCORBFIT,0000,(603) Timandra,2025-11-05,Type 0,False
00604,9.57,0.15,K25BL,230.46026,28.8831,11.81359,4.41547,0.1918619,0.17578465,3.1560854,0,E2025-UT3,7576.0,61,1911,-,2025,0.56,M-v,3Ek,MPCLINUX,0000,(604) Tekmessa,2025-09-22,Type 0,False
00605,10.05,0.15,K25BL,16.76282,15.60263,342.622,19.63549,0.1358833,0.189578,3.001079,0,E2025-V65,6213.0,44,1906,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(605) Juvisia,2025-11-09,Type 0,False
00606,10.35,0.15,K25BL,220.16823,58.21201,318.41344,8.59783,0.2207169,0.2369204,2.5866306,0,MPO937423,7206.0,45,1906,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(606) Brangane,2025-08-08,Type 0,False
00607,9.91,0.15,K25BL,50.02083,292.27069,284.97965,10.09225,0.0778165,0.20459752,2.8523478,0,MPO950956,5276.0,54,1906,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(607) Jenny,2025-10-06,Type 0,False
00608,10.82,0.15,K25BL,239.11591,69.84741,293.71748,9.36791,0.123488,0.18753089,3.0228795,0,MPO937423,5285.0,42,1906,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(608) Adolfine,2025-08-14,Type 0,False
00609,10.41,0.15,K25BL,78.35315,107.65521,165.15611,4.18786,0.0382545,0.1818083,3.0859833,0,E2025-V50,7857.0,56,1906,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(609) Fulvia,2025-11-08,Type 0,False
00610,12.51,0.15,K25BL,351.04025,1.84258,20.04528,12.59935,0.25167,0.18111417,3.0938632,0,E2025-V50,5901.0,31,1906,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(610) Valeska,2025-11-08,Type 0,False
00611,9.48,0.15,K25BL,4.3852,256.4463,189.35098,13.44395,0.1247935,0.19173708,2.9785071,0,E2025-V65,9606.0,47,1901,-,2025,0.52,M-v,3Ek,MPCORBFIT,0000,(611) Valeria,2025-11-08,Type 0,False
00612,10.88,0.15,K25BL,140.23168,123.00587,202.57084,20.91338,0.2615594,0.1759188,3.1544807,0,E2025-V65,8522.0,35,1906,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(612) Veronika,2025-11-07,Type 0,False
